gene,TSS,end,start,UTR_length,utr_counts,sample
hchA,4071260,4071670,4071260,410,0,utRho13
hcp,1828258,1828258,1827628,630,86,utRho13
hcr,1824400,1824400,1824300,100,106,utRho13
hdeA,7313582,7313582,7313480,102,0,utRho13
hdeD,7313920,7313990,7313920,70,0,utRho13
hdfR,7896320,7896320,7895934,386,340,utRho13
hdhA,3396244,3396244,3396080,164,0,utRho13
helD,2048876,2048942,2048876,66,0,utRho13
hemA,2527166,2527428,2527166,262,64,utRho13
hemB,779722,779722,779454,268,0,utRho13
hemF,5106410,5106450,5106410,40,0,utRho13
hemH,996062,996110,996062,48,4,utRho13
hemL,349882,349882,349764,118,258,utRho13
hemN,8103886,8104090,8103886,204,94,utRho13
hepA,127176,127176,126528,648,1240,utRho13
hflD,2385372,2385372,2385262,110,238,utRho13
hfq,8799602,8800576,8799602,974,11534,utRho13
hha,961006,961006,960616,390,52,utRho13
hicA,3018442,3018572,3018442,130,0,utRho13
higA,6468682,6468682,6468288,394,38,utRho13
higB,6468960,6468960,6468910,50,2,utRho13
hinT,2323642,2323770,2323642,128,156,utRho13
hipB,3184964,3184964,3184884,80,56,utRho13
hisB,4186720,4186936,4186720,216,1122,utRho13
hisJ,4853674,4853674,4853576,98,172,utRho13
hisL,8359856,8359984,8359856,128,32,utRho13
hisS,5281284,5281284,5281150,134,338,utRho13
hlpA,400910,400964,400910,54,450,utRho13
hlyE,2460932,2460932,2460788,144,0,utRho13
hmp,5371594,5371670,5371594,76,0,utRho13
hns,2585916,2585916,2585844,72,1030,utRho13
hofM,7045856,7045856,7045502,354,0,utRho13
hokA,7441620,7441620,7441200,420,46,utRho13
hokC,33902,33902,33806,96,296,utRho13
hokE,1215462,1215672,1215462,210,0,utRho13
holC,8968546,8968546,8968560,14,1242,utRho13
holD,9215562,9215606,9215562,44,0,utRho13
holE,3850040,3850216,3850040,176,118,utRho13
hpt,282720,282862,282720,142,330,utRho13
hrpB,324150,324210,324150,60,18,utRho13
hscB,5319048,5319048,5318934,114,5228,utRho13
hscC,1367188,1367188,1366786,402,2408,utRho13
hsdS,9163004,9163004,9162924,80,0,utRho13
hslJ,2883560,2883560,2883486,74,82,utRho13
hslO,7059344,7059548,7059344,204,10916,utRho13
hslR,7058220,7058696,7058220,476,1800,utRho13
hslV,8244708,8244708,8244574,134,170,utRho13
hsrA,7881412,7881412,7881224,188,58,utRho13
htgA,21286,21660,21286,374,0,utRho13
htpG,989634,990240,989634,606,1998,utRho13
htpX,3825236,3825236,3825152,84,0,utRho13
htrE,311036,311036,310852,184,0,utRho13
htrL,7587668,7587668,7587366,302,0,utRho13
hupA,8400352,8400562,8400352,210,422,utRho13
hupB,1845220,1845804,1845220,584,2244,utRho13
hyaA,2063968,2064278,2063968,310,0,utRho13
hybO,6292726,6292726,6292522,204,424,utRho13
hycA,5700922,5700922,5700870,52,0,utRho13
hycI,5686204,5686204,5686086,118,224,utRho13
hydN,5676264,5676264,5676210,54,0,utRho13
hyfA,5202342,5202402,5202342,60,0,utRho13
hypA,11402508,11402588,11402508,80,0,utRho13
hypB,11403356,11404004,11403356,648,380,utRho13
hypF,5676210,5676210,5674850,1360,156,utRho13
hypT,9116634,9116634,9116578,56,0,utRho13
hyuA,6019660,6020056,6019660,396,8,utRho13
iaaA,1733074,1733136,1733074,62,0,utRho13
iadA,9119074,9119074,9119052,22,88,utRho13
iap,5753072,5753162,5753072,90,44,utRho13
ibaG,6673966,6673966,6673606,360,306,utRho13
ibpA,7735036,7735036,7734844,192,1066,utRho13
ibpB,7733962,7733962,7733794,168,4530,utRho13
icd,2389922,2390246,2389922,324,340,utRho13
iclR,8447304,8447304,8447256,48,80,utRho13
idi,6065876,6066130,6065876,254,0,utRho13
idnD,8988870,8988870,8988812,58,0,utRho13
idnK,8989194,8989246,8989194,52,0,utRho13
ihfA,3591442,3591442,3591104,338,452,utRho13
ihfB,1927498,1927656,1927498,158,1124,utRho13
ileS,43666,44782,43666,1116,8418,utRho13
ileX,6431194,6431196,6431194,2,0,utRho13
ilvA,15820940,15821324,15820940,384,296,utRho13
ilvC,7915824,7915940,7915824,116,0,utRho13
ilvE,15809552,15809936,15809552,384,324,utRho13
ilvI,170840,171260,170840,420,0,utRho13
ilvL,23701308,23701932,23701308,624,6,utRho13
ilvY,7915734,7915734,7915640,94,0,utRho13
inaA,4698998,4698998,4698944,54,0,utRho13
infA,1853370,1853370,1852886,484,1266,utRho13
infC,3602692,3602692,3601276,1416,5474,utRho13
insA-5,3958452,3958452,3958430,22,0,utRho13
insA-7,9036758,9037054,9036758,296,0,utRho13
insC-5,6372080,6372284,6372080,204,40,utRho13
insEF-2,785238,785238,785820,582,224,utRho13
insEF-4,2190310,2190310,2190892,582,238,utRho13
insG,9007098,9007098,9006862,236,32,utRho13
insH-1,550596,550596,550234,362,168,utRho13
insH-11,7306538,7306538,7306396,142,166,utRho13
insH-2,1151548,1151548,1151506,42,474,utRho13
insH-3,1378444,1378444,1378026,418,218,utRho13
insH-4,2791942,2792152,2791942,210,210,utRho13
insH-5,2857852,2857852,2857452,400,0,utRho13
insH-6,4135022,4135022,4134642,380,68,utRho13
insH-7,4206186,4206186,4205822,364,2510,utRho13
insH-9,6260050,6260356,6260050,306,190,utRho13
insI-3,9017372,9017372,9017234,138,48,utRho13
insJ,7441188,7441360,7441188,172,42,utRho13
insK,7442130,7442308,7442130,178,0,utRho13
insL-1,30760,30890,30760,130,2656,utRho13
insL-2,1216112,1216130,1216112,18,8,utRho13
insL-3,5028644,5028662,5028644,18,32,utRho13
insN-1,540452,540484,540452,32,0,utRho13
intD,1132202,1132202,1131956,246,0,utRho13
intR,2826520,2826520,2826470,50,0,utRho13
intS,4933026,4933090,4933026,64,12,utRho13
intZ,5117386,5117542,5117386,156,48,utRho13
iraD,9113152,9113986,9113152,834,68,utRho13
iraM,2424246,2424246,2424006,240,38,utRho13
iraP,802638,802772,802638,134,0,utRho13
iscA,5319924,5319924,5319772,152,2674,utRho13
iscR,5324398,5324398,5324262,136,20176,utRho13
iscX,5313834,5313834,5313472,362,3156,utRho13
ispF,5743968,5743968,5743560,408,1354,utRho13
ispG,5283908,5283908,5283608,300,688,utRho13
ispU,389568,389806,389568,238,78,utRho13
isrA,2811502,2811502,2811618,116,0,utRho13
istr-1,7706384,7706384,7706384,0,0,utRho13
istr-2,7706514,7706514,7706514,0,0,utRho13
ivbL,15412092,15412092,15411952,140,1112,utRho13
ivy,480638,480686,480638,48,0,utRho13
katE,3627628,3627734,3627628,106,0,utRho13
katG,8267624,8267670,8267624,46,20,utRho13
kbaZ,6557732,6557828,6557732,96,0,utRho13
kbl,7585154,7585154,7585102,52,1046,utRho13
kch,2621046,2621046,2620538,508,58,utRho13
kdgR,3820506,3820506,3820198,308,0,utRho13
kdpE,1443788,1443788,1443466,322,102,utRho13
kdpF,1457698,1457698,1457642,56,0,utRho13
kdsA,2535708,2536330,2535708,622,1444,utRho13
kdsC,6683438,6684546,6683438,1108,3072,utRho13
kduI,5968388,5968388,5968248,140,0,utRho13
kefF,94160,94492,94160,332,78,utRho13
kgtP,5451624,5451624,5451492,132,106,utRho13
kup,7862206,7862632,7862206,426,32,utRho13
lacI,735076,735076,735020,56,48,utRho13
lacZ,1465508,1465508,1465220,288,124,utRho13
ldcA,2486394,2486394,2486160,234,0,utRho13
ldhA,2885830,2885830,2885686,144,0,utRho13
ldrA,2538954,2538954,2538550,404,276,utRho13
ldrB,2540024,2540024,2539620,404,32,utRho13
ldrC,2541092,2541092,2540690,402,64,utRho13
ldrD,7400544,7400544,7400174,370,372,utRho13
lepA,5414392,5414392,5414248,144,232,utRho13
lepB,5410928,5410928,5410618,310,956,utRho13
leuD,159188,159188,158906,282,64,utRho13
leuE,3761600,3761600,3761518,82,0,utRho13
leuL,168048,168048,167416,632,0,utRho13
leuO,168308,168736,168308,428,0,utRho13
leuQ,9212864,9212864,9212802,62,16,utRho13
leuU,6644556,6644556,6644316,240,3434,utRho13
leuV,9212546,9212546,9212330,216,1464,utRho13
leuX,8992772,8992810,8992772,38,18,utRho13
lexA,8514174,8514230,8514174,56,54,utRho13
lhr,3456706,3458174,3456706,1468,1704,utRho13
ligA,5060402,5060402,5060352,50,0,utRho13
ligB,7642576,7642576,7642340,236,0,utRho13
lipA,1320602,1320602,1320432,170,134,utRho13
lipB,1324802,1324802,1324556,246,2162,utRho13
lit,2397032,2397390,2397032,358,20,utRho13
livJ,7199524,7199524,7199316,208,4,utRho13
livK,7195510,7195510,7195120,390,0,utRho13
lldP,7554578,7554798,7554578,220,6182,utRho13
lnt,1381968,1381968,1381762,206,924,utRho13
loiP,6163784,6163826,6163784,42,68,utRho13
lolA,1874656,1874738,1874656,82,446,utRho13
lolB,2527112,2527112,2527000,112,64,utRho13
lolC,2350748,2350854,2350748,106,60,utRho13
lon,917630,917776,917630,146,574,utRho13
lpcA,486936,487086,486936,150,50,utRho13
lpd,255434,255824,255434,390,6722,utRho13
lplA,9248476,9248476,9248234,242,2206,utRho13
lplT,5947878,5947878,5947724,154,86,utRho13
lpoA,6586422,6586800,6586422,378,292,utRho13
lpp,3514592,3514842,3514592,250,230,utRho13
lptA,6686598,6686760,6686598,162,1190,utRho13
lptB,6686792,6687888,6686792,1096,2148,utRho13
lptD,114672,114672,114218,454,782,utRho13
lptF,8972244,8972436,8972244,192,0,utRho13
lpxC,213016,213114,213016,98,7768,utRho13
lpxD,401920,401942,401920,22,54,utRho13
lpxL,2233418,2233418,2233164,254,138,utRho13
lpxM,3880456,3880456,3880386,70,68,utRho13
lpxP,4991156,4991290,4991156,134,40,utRho13
lrhA,4813312,4813312,4813282,30,40,utRho13
lrp,1864656,1865190,1864656,534,1268,utRho13
lspA,50028,50414,50028,386,830,utRho13
lsrA,3202920,3202980,3202920,60,0,utRho13
lsrR,3202514,3202514,3202482,32,0,utRho13
ltaE,1818640,1818640,1818588,52,0,utRho13
luxS,5630130,5630130,5629466,664,1034,utRho13
lysA,5957902,5957902,5957798,104,0,utRho13
lysC,8467232,8467232,8466466,766,1070,utRho13
lysP,4497120,4497120,4497064,56,0,utRho13
lysR,5957900,5958042,5957900,142,0,utRho13
lysT,1561028,1561108,1561028,80,108,utRho13
lysU,8709610,8709610,8709434,176,62,utRho13
macB,1840188,1840694,1840188,506,468,utRho13
maeA,3111484,3111484,3111338,146,11084,utRho13
mak,820236,820288,820236,52,2,utRho13
malE,8492928,8492928,8492838,90,46,utRho13
malI,3398456,3398456,3398360,96,44,utRho13
malK,8493472,8493568,8493472,96,0,utRho13
malP,7105020,7105020,7104946,74,272,utRho13
malQ,7100798,7100798,7100140,658,1762,utRho13
malS,14949880,14949988,14949880,108,160,utRho13
malT,7106048,7106170,7106048,122,466,utRho13
malX,3398626,3398710,3398626,84,44,utRho13
malZ,1689980,1690072,1689980,92,156,utRho13
manA,3377102,3377152,3377102,50,0,utRho13
manX,3803866,3804096,3803866,230,0,utRho13
marC,3237882,3237882,3237816,66,0,utRho13
marR,3238186,3238240,3238186,54,0,utRho13
matP,2036918,2036970,2036918,52,0,utRho13
mazE,5822736,5822736,5822678,58,0,utRho13
mazG,5821720,5821720,5821370,350,1668,utRho13
mcbA,1684306,1684306,1684112,194,36,utRho13
mcbR,3040192,3040524,3040192,332,0,utRho13
mcrA,2420278,2420692,2420278,414,0,utRho13
mcrC,9156124,9156124,9155916,208,284,utRho13
mdaB,6344814,6345060,6344814,246,0,utRho13
mdfA,1767138,1767346,1767138,208,0,utRho13
mdh,6768940,6768940,6768536,404,512,utRho13
mdoB,9198988,9198988,9198882,106,1706,utRho13
mdoD,2993290,2993712,2993290,422,12,utRho13
mdoG,2218514,2218670,2218514,156,0,utRho13
mdtA,4307958,4308032,4307958,74,0,utRho13
mdtE,7318168,7318464,7318168,296,252,utRho13
mdtK,3486538,3486914,3486538,376,190,utRho13
mdtP,8602472,8602472,8602060,412,64,utRho13
melA,8683774,8683822,8683774,48,0,utRho13
melR,8683300,8683300,8683256,44,88,utRho13
menA,8240812,8240812,8240698,114,36,utRho13
menB,4753774,4753774,4753638,136,558,utRho13
mepH,3468714,3468870,3468714,156,0,utRho13
mepM,3883666,3883666,3883270,396,396,utRho13
mepS,4539840,4539958,4539840,118,298,utRho13
metA,8428318,8428560,8428318,242,2,utRho13
metB,8257272,8257344,8257272,72,1760,utRho13
metC,6304150,6304472,6304150,322,0,utRho13
metE,8025768,8026106,8025768,338,340,utRho13
metF,8265092,8265232,8265092,140,0,utRho13
metG,4388538,4388600,4388538,62,132,utRho13
metH,8447010,8447656,8447010,646,2402,utRho13
metJ,8257116,8257116,8256790,326,98,utRho13
metK,6173154,6173412,6173154,258,132,utRho13
metN,445428,445428,445290,138,72,utRho13
metR,8025710,8025710,8025632,78,36,utRho13
metT,1394326,1394326,1394266,60,118,utRho13
metY,19910250,19910250,19909734,516,132,utRho13
metZ,11789528,11789548,11789528,20,20,utRho13
mfd,2348056,2348056,2347928,128,262,utRho13
mglA,4478782,4478782,4478578,204,2458,utRho13
mglB,4481132,4481132,4480696,436,39874,utRho13
mglC,4475918,4475918,4475506,412,1240,utRho13
mgrB,3817584,3817584,3817532,52,0,utRho13
mgrR,3245828,3245828,3245828,0,0,utRho13
mgsA,2054082,2054082,2054030,52,152,utRho13
mgtL,8934560,8934862,8934560,302,0,utRho13
mhpA,737038,737222,737038,184,0,utRho13
mhpR,737072,737072,736840,232,0,utRho13
mhpT,750772,750918,750772,146,0,utRho13
miaA,8797964,8798504,8797964,540,554,utRho13
micA,5629604,5629604,5629604,0,0,utRho13
micC,2874242,2874238,2874242,4,0,utRho13
micF,4626168,4626168,4626168,0,0,utRho13
micM,1014408,1014408,1014408,0,0,utRho13
minE,2449422,2449422,2449090,332,3134,utRho13
mioC,7852950,7852950,7852910,40,0,utRho13
mipA,3733012,3733012,3732944,68,3182,utRho13
mlaA,4930270,4930270,4930014,256,0,utRho13
mlc,3337206,3337206,3337128,78,4,utRho13
mlrA,4429498,4429732,4429498,234,0,utRho13
mltA,5894546,5894546,5894356,190,48,utRho13
mltD,468050,468050,467910,140,0,utRho13
mltF,5391534,5391602,5391534,68,0,utRho13
mmuP,550238,550650,550238,412,168,utRho13
mngA,1531622,1531968,1531622,346,0,utRho13
mngR,1531852,1531852,1531750,102,0,utRho13
mnmG,7851348,7851348,7851266,82,808,utRho13
mntH,5025470,5025470,5025412,58,2,utRho13
mntP,3810918,3811376,3810918,458,212,utRho13
mntR,1706160,1706366,1706160,206,0,utRho13
mntS,1706128,1706128,1705994,134,0,utRho13
moaA,1633654,1634088,1633654,434,548,utRho13
moaB,1635954,1636110,1635954,156,2346,utRho13
mobA,8084242,8084242,8083998,244,198,utRho13
mocA,6030112,6030320,6030112,208,242,utRho13
modA,1589990,1590178,1589990,188,18,utRho13
moeA,1732788,1732788,1732728,60,374,utRho13
mokB,2984610,2984610,2984258,352,632,utRho13
molR_1,4392888,4392948,4392888,60,0,utRho13
motA,3954604,3954604,3954278,326,40,utRho13
mpaA,2781278,2781278,2781196,82,60,utRho13
mpl,8911456,8911570,8911456,114,0,utRho13
mppA,2786108,2786454,2786108,346,0,utRho13
mprA,5621494,5621540,5621494,46,672,utRho13
mqo,4613848,4613848,4613508,340,0,utRho13
mqsA,6336742,6336742,6336492,250,404,utRho13
mqsR,6337306,6337306,6337088,218,272,utRho13
mraZ,179192,179268,179192,76,146,utRho13
mrcA,7045652,7045742,7045652,90,0,utRho13
mrcB,329442,329460,329442,18,0,utRho13
mreB,13605424,13605424,13604348,1076,1792,utRho13
mreD,6798166,6798166,6797750,416,248,utRho13
mrp,4388360,4388360,4388336,24,0,utRho13
mscK,972984,973072,972984,88,0,utRho13
mscL,6876002,6876048,6876002,46,20,utRho13
mscS,6139742,6139742,6139614,128,0,utRho13
msrA,8884522,8884522,8884352,170,114,utRho13
msrB,3725168,3725168,3724858,310,0,utRho13
msyB,2228426,2228426,2228362,64,86,utRho13
mtfA,4087236,4087302,4087236,66,4682,utRho13
mtgA,6699662,6699662,6699618,44,204,utRho13
mtlA,30177504,30178248,30177504,744,1592,utRho13
mtn,358366,358366,358306,60,0,utRho13
mtr,6611864,6611864,6611634,230,88,utRho13
mug,6430992,6430992,6430946,46,2,utRho13
murQ,5091466,5091546,5091466,80,0,utRho13
murR,5091586,5091586,5091218,368,28,utRho13
mutH,5939164,5939324,5939164,160,164,utRho13
mutL,8794092,8794824,8794092,732,824,utRho13
mutM,7622554,7622554,7622304,250,1086,utRho13
mutS,5714038,5714186,5714038,148,1980,utRho13
mutY,18617466,18618078,18617466,612,78,utRho13
nac,4123956,4123956,4123866,90,0,utRho13
nadA,1564122,1564170,1564122,48,0,utRho13
nadB,5420714,5420840,5420714,126,0,utRho13
nadC,237326,237326,237290,36,30,utRho13
nadE,3644604,3644916,3644604,312,0,utRho13
nadK,5501526,5501662,5501526,136,102,utRho13
nagA,1406350,1406350,1405502,848,19798,utRho13
nagB,1407416,1407416,1407222,194,100,utRho13
nagC,1404016,1404016,1403188,828,578,utRho13
nagE,1407680,1407888,1407680,208,112,utRho13
nagK,2357080,2357186,2357080,106,0,utRho13
nanA,6747240,6747240,6747152,88,78,utRho13
nanC,9079856,9079856,9079002,854,4032,utRho13
nanR,6749406,6749406,6748978,428,54,utRho13
nanS,9075406,9075406,9075188,218,696,utRho13
napF,4607390,4607390,4606994,396,0,utRho13
narG,2559614,2559728,2559614,114,0,utRho13
narK,2555642,2555914,2555642,272,0,utRho13
narP,4580844,4581000,4580844,156,176,utRho13
narQ,5171154,5171462,5171154,308,0,utRho13
narU,3088326,3088326,3088120,206,0,utRho13
narW,3077374,3077374,3074618,2756,224,utRho13
narX,2555554,2555554,2555236,318,0,utRho13
narZ,3085380,3085380,3085180,200,0,utRho13
ndh,2331984,2332170,2331984,186,0,utRho13
ndk,5289920,5289920,5289728,192,204,utRho13
nemR,6904084,6904092,6904084,8,0,utRho13
nepI,7683542,7683542,7683478,64,0,utRho13
nfo,4501612,4501680,4501612,68,2,utRho13
nfsB,1210906,1210906,1210848,58,28,utRho13
nfuA,7090916,7091248,7090916,332,888,utRho13
nhaA,34634,34978,34634,344,56,utRho13
nhaB,2469534,2469534,2469434,100,0,utRho13
nhoA,3067926,3068048,3067926,122,0,utRho13
nikA,7226878,7227334,7226878,456,722,utRho13
nikR,7237074,7237176,7237074,102,350,utRho13
nirB,6987974,6988022,6987974,48,0,utRho13
nlpA,7680034,7680034,7679986,48,0,utRho13
nlpC,3585654,3585654,3585462,192,0,utRho13
nlpD,5737658,5737658,5737506,152,106,utRho13
nlpI,6618080,6618080,6617848,232,0,utRho13
nmpC,1153740,1153740,1153650,90,104,utRho13
nohA,3273206,3273206,3272734,472,0,utRho13
norR,5664614,5664614,5664578,36,0,utRho13
norV,5664878,5664952,5664878,74,0,utRho13
nrdA,4689510,4689730,4689510,220,15180,utRho13
nrdD,8925676,8925676,8925320,356,3682,utRho13
nrdH,5601312,5601446,5601312,134,776,utRho13
nrdR,865954,866004,865954,50,0,utRho13
nrfA,8575342,8575528,8575342,186,0,utRho13
nsrR,8812088,8812380,8812088,292,296,utRho13
nudB,3897348,3897348,3897264,84,0,utRho13
nudC,8393428,8393806,8393428,378,180,utRho13
nudE,7052658,7052658,7052298,360,784,utRho13
nudG,3682876,3682980,3682876,104,0,utRho13
nudI,4729050,4729108,4729050,58,0,utRho13
nudJ,2388874,2388874,2388576,298,750,utRho13
nuoA,4810670,4810670,4810144,526,9142,utRho13
nuoN,4783434,4783434,4783010,424,2682,utRho13
nupC,5026018,5026084,5026018,66,46,utRho13
nupG,6211302,6211428,6211302,126,62,utRho13
ogrK,4335096,4335096,4335040,56,0,utRho13
ogt,2800568,2800568,2800472,96,40,utRho13
ohsC,5401036,5401040,5401036,4,0,utRho13
ompA,2040382,2040382,2040106,276,45330,utRho13
ompC,4625774,4625774,4625498,276,480,utRho13
ompF,1974184,1974184,1973964,220,588,utRho13
ompL,8128958,8128958,8128590,368,0,utRho13
ompN,2874158,2874158,2873786,372,0,utRho13
ompR,7073510,7073510,7073168,342,180,utRho13
ompT,1171330,1171330,1171266,64,110,utRho13
ompW,2627982,2628040,2627982,58,0,utRho13
ompX,1700418,1700900,1700418,482,610,utRho13
omrA,5952378,5952378,5952378,0,0,utRho13
omrB,5952770,5952770,5952770,0,0,utRho13
oppA,2602170,2602364,2602170,194,6876,utRho13
orn,8783168,8783208,8783168,40,0,utRho13
osmB,2686952,2686952,2686656,296,2,utRho13
osmC,3113192,3113250,3113192,58,174,utRho13
osmE,3644566,3644566,3644512,54,0,utRho13
osmF,4439046,4439046,4438962,84,746,utRho13
osmY,9222306,9222792,9222306,486,6,utRho13
otsA,3963302,3963302,3963224,78,0,utRho13
otsB,3964930,3964930,3964774,156,0,utRho13
oxc,4984288,4984288,4983900,388,0,utRho13
oxyR,8316914,8316980,8316914,66,48,utRho13
oxyS,8316788,8316788,8316788,0,0,utRho13
paaA,2907730,2907854,2907730,124,0,utRho13
paaX,2927018,2927078,2927018,60,0,utRho13
paaZ,2907340,2907340,2907284,56,0,utRho13
pabA,6981702,6981702,6981658,44,0,utRho13
pabB,3789256,3789610,3789256,354,240,utRho13
pabC,2306186,2306600,2306186,414,436,utRho13
pagP,1313052,1313114,1313052,62,0,utRho13
panB,299260,299260,299202,58,44,utRho13
panC,297840,297840,297590,250,544,utRho13
panD,293490,293490,293388,102,0,utRho13
panZ,7195656,7195968,7195656,312,140,utRho13
parC,6332060,6332060,6331946,114,698,utRho13
patA,6438916,6438988,6438916,72,10,utRho13
patD,3030830,3031156,3030830,326,0,utRho13
pbpC,5294986,5294986,5294650,336,0,utRho13
pbpG,4450132,4450132,4449740,392,304,utRho13
pck,7065358,7065636,7065358,278,7422,utRho13
pcnB,318782,318782,318252,530,790,utRho13
pdhR,244068,244184,244068,116,0,utRho13
pdxB,4875768,4875768,4875702,66,0,utRho13
pdxH,3436068,3436068,3436014,54,156,utRho13
pdxJ,5403626,5403626,5403458,168,0,utRho13
pdxK,5074638,5074638,5074474,164,62,utRho13
pepA,8972278,8972278,8971902,376,400,utRho13
pepD,511618,511618,511432,186,11270,utRho13
pepN,1981182,1981244,1981182,62,38,utRho13
pepQ,8062294,8062322,8062294,28,38,utRho13
pepT,2371646,2371688,2371646,42,0,utRho13
pfkA,8214948,8215104,8214948,156,244,utRho13
pfkB,3612646,3612740,3612646,94,0,utRho13
pflA,1902456,1902456,1902160,296,0,utRho13
pflB,1907850,1907850,1907108,742,1184,utRho13
pflD,8287716,8287990,8287716,274,0,utRho13
pgaA,2185046,2185046,2184578,468,0,utRho13
pgi,8467444,8467516,8467444,72,0,utRho13
pgk,12291428,12291428,12290488,940,6668,utRho13
pgl,1597078,1597172,1597078,94,92,utRho13
pgpB,2678324,2678660,2678324,336,72,utRho13
pgpC,5397276,5397276,5397100,176,0,utRho13
pgrR,2783744,2783982,2783744,238,0,utRho13
pheL,5475158,5475198,5475158,40,0,utRho13
pheM,7197204,7197204,7197080,124,68,utRho13
pheP,1203858,1203918,1203858,60,0,utRho13
pheU,8725254,8725254,8725252,2,80,utRho13
pheV,6220730,6220732,6220730,2,0,utRho13
phnC,8650412,8650412,8650330,82,32,utRho13
phoA,803414,803494,803414,80,26,utRho13
phoB,834202,834284,834202,82,0,utRho13
phoE,520316,520316,520200,116,0,utRho13
phoH,2169730,2169984,2169730,254,166,utRho13
phoP,2381016,2381016,2380894,122,1600,utRho13
phoQ,2379880,2379880,2379552,328,1188,utRho13
phoU,7815330,7815330,7815156,174,166,utRho13
phr,1478842,1479014,1478842,172,0,utRho13
pinE,2419054,2419370,2419054,316,0,utRho13
